gene_id	gene_name	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000254267.1	KB-1458E12.1	1	4	1	3	1	1	3	0
ENSG00000104375.11	STK3	696	567	730	458	859	766	647	592
ENSG00000253468.1	KB-1517D11.2	0	0	0	0	1	0	0	0
ENSG00000156486.7	KCNS2	179	174	258	130	204	225	244	234
ENSG00000272321.1	KB-1517D11.4	22	26	52	42	35	40	44	51
ENSG00000207378.1	RNU6-748P	0	0	1	0	0	1	0	0
ENSG00000253911.1	KB-1205A7.2	0	0	1	0	0	0	0	0
ENSG00000254112.1	KB-1205A7.1	0	0	0	0	0	0	0	0
ENSG00000240870.2	RPL19P14	0	0	0	0	0	0	0	0
ENSG00000253415.1	RP11-44N12.4	0	0	0	0	0	0	0	0
ENSG00000254312.1	MRP63P7	0	0	1	0	1	0	0	0
ENSG00000223281.1	RN7SKP85	0	0	0	0	0	0	0	0
ENSG00000271930.1	RP11-44N12.5	31	16	33	7	45	30	35	14
ENSG00000164920.5	OSR2	5908	4483	6347	1747	6585	3832	5659	3231
ENSG00000229625.3	RP11-44N12.2	5	0	7	0	5	2	4	0
ENSG00000253948.1	RP11-410L14.2	14	16	21	17	17	24	19	15
ENSG00000263842.1	AC104986.1	2	1	4	0	3	1	3	0
ENSG00000253180.1	RP11-410L14.1	1	1	4	4	6	4	3	9
ENSG00000132549.14	VPS13B	2996	2090	3882	1776	4161	4234	2588	2594
ENSG00000253562.1	CTD-2340D6.2	0	0	0	0	0	0	0	0
ENSG00000253532.1	CTD-2340D6.1	0	0	0	0	1	2	0	0
ENSG00000236583.1	AP004290.1	0	0	2	0	1	0	0	0
ENSG00000237704.1	AP004289.2	0	0	0	0	0	0	0	0
ENSG00000225017.1	AP004289.1	0	0	0	1	0	0	0	0
ENSG00000206699.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000207804.1	MIR599	0	0	0	0	0	0	0	0
ENSG00000216069.1	MIR875	0	0	0	0	0	0	0	0
ENSG00000243254.2	RN7SL350P	0	0	0	0	0	0	0	0
ENSG00000235683.1	AC018442.1	23	23	10	6	11	15	16	35
ENSG00000253539.1	RP11-402L5.1	0	0	0	0	0	0	0	0
ENSG00000253912.1	RP11-402L5.2	0	0	0	0	0	0	0	0
ENSG00000164919.6	COX6C	1301	1127	1357	819	1691	1798	1066	1046
ENSG00000132554.15	RGS22	51	49	78	43	72	62	78	66
ENSG00000212414.1	SNORD77	0	0	0	0	0	0	0	0
ENSG00000221753.1	MIR1273A	0	0	0	0	0	0	0	0
ENSG00000156509.9	FBXO43	2	3	5	1	1	3	3	3
ENSG00000147669.6	POLR2K	530	457	515	344	603	753	399	428
ENSG00000104450.8	SPAG1	50	45	30	25	51	49	50	50
ENSG00000202310.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000253299.1	RP11-316J7.4	0	0	0	0	0	0	0	0
ENSG00000199667.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000034677.7	RNF19A	793	838	890	592	736	874	714	902
ENSG00000253217.1	KB-1991G8.1	0	1	0	0	0	1	0	0
ENSG00000253824.1	KB-173C10.2	0	0	0	0	0	0	0	0
ENSG00000265599.1	MIR4471	0	0	0	0	0	0	0	0
ENSG00000253842.1	KB-173C10.1	0	0	0	0	0	0	0	0
ENSG00000253666.1	KB-1615E4.2	0	0	0	0	0	0	0	0
ENSG00000254364.1	KB-1615E4.3	0	0	0	0	0	0	0	0
ENSG00000186106.7	ANKRD46	108	83	127	63	113	147	124	105
ENSG00000251013.1	GAPDHP62	0	0	0	0	0	0	1	0
ENSG00000174226.4	SNX31	0	0	0	0	0	0	0	0
ENSG00000253740.1	KB-1083B1.1	0	0	0	0	0	0	0	0
ENSG00000252764.1	RNU6-1092P	0	0	0	0	0	0	0	0
ENSG00000070756.9	PABPC1	19765	18173	23330	11994	23263	23595	16625	17419
ENSG00000264991.1	AP001205.1	0	3	2	0	1	0	0	0
ENSG00000221527.1	RNU6ATAC41P	0	0	0	0	0	0	0	0
ENSG00000202001.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000242399.1	RPS20P23	0	0	0	0	0	0	0	0
ENSG00000222795.1	RNU4-83P	0	0	0	0	0	0	0	0
ENSG00000212994.4	RPS26P6	2	0	0	0	0	0	0	0
ENSG00000260368.1	RP11-521I2.3	0	1	3	2	6	3	0	0
ENSG00000164924.13	YWHAZ	8962	8713	9748	6637	10750	13895	6920	7338
ENSG00000242315.2	RN7SL685P	0	1	0	0	0	0	0	0
ENSG00000252736.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000248599.1	RP11-302J23.1	0	0	1	0	1	0	0	0
ENSG00000253395.1	KB-1460A1.1	0	0	0	0	0	0	1	0
ENSG00000253355.1	KB-1460A1.2	0	0	0	0	0	0	0	0
ENSG00000202360.1	RN7SKP249	0	0	0	0	0	0	0	0
ENSG00000253737.1	KB-1460A1.3	0	0	0	0	0	0	0	0
ENSG00000261087.1	KB-1460A1.5	42	29	41	43	53	35	50	40
ENSG00000120963.7	ZNF706	784	554	855	473	692	745	676	611
ENSG00000271882.1	KB-1410C5.5	11	17	19	15	15	14	18	27
ENSG00000253942.1	KB-1410C5.1	0	0	0	0	0	0	0	0
ENSG00000253679.1	KB-1410C5.2	0	0	0	0	0	0	0	0
ENSG00000253282.1	KB-1410C5.3	0	0	0	0	0	0	0	0
ENSG00000239115.1	RNU7-67P	0	0	0	0	0	0	0	0
ENSG00000271560.1	KB-1410C5.4	0	0	0	0	0	0	0	0
ENSG00000228224.3	NACAP1	2	0	0	0	0	1	1	1
ENSG00000254063.2	DUXAP2	0	0	0	0	0	0	0	0
ENSG00000253644.1	KB-1930G5.3	0	0	0	0	0	0	0	0
ENSG00000239211.2	RN7SL563P	0	0	0	0	0	0	0	0
ENSG00000254084.1	KB-1930G5.4	0	0	0	0	0	0	0	0
ENSG00000254024.1	KB-1562D12.1	0	0	0	0	0	0	0	0
ENSG00000083307.6	GRHL2	0	0	0	0	0	0	0	0
ENSG00000253991.1	KB-1562D12.2	0	0	0	0	0	0	0	0
ENSG00000253153.1	KB-1562D12.3	0	0	0	0	0	0	0	0
ENSG00000104490.13	NCALD	15	13	74	19	18	28	32	21
ENSG00000253629.1	KB-1107E3.1	0	0	0	0	0	0	0	0
ENSG00000238372.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000266756.1	MIR5680	0	0	0	0	0	0	0	0
ENSG00000254492.1	KB-1073A2.1	0	0	0	0	0	0	0	0
ENSG00000048392.7	RRM2B	1575	1220	1621	952	1606	1792	1358	1328
ENSG00000246263.2	KB-431C1.4	33	40	58	34	46	66	37	67
ENSG00000253328.2	KB-431C1.3	0	1	0	0	2	0	1	2
ENSG00000104517.8	UBR5	3828	3344	4217	2587	4891	6121	3603	4090
ENSG00000272037.1	KB-431C1.5	4	7	5	6	8	3	3	6
ENSG00000238533.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000253923.2	KB-1980E6.2	0	0	0	0	1	0	0	0
ENSG00000221387.1	RNU6ATAC8P	0	0	0	0	0	0	0	0
ENSG00000271612.1	KB-1980E6.4	0	0	1	0	0	0	0	0
ENSG00000240724.2	RPS12P15	0	0	0	0	0	0	0	0
ENSG00000253633.1	KB-1980E6.3	4	3	5	1	3	3	5	1
ENSG00000252593.1	RNU6-1224P	0	0	0	0	0	0	0	0
ENSG00000155087.3	ODF1	0	0	1	0	0	2	0	0
ENSG00000253382.3	POU5F1P2	0	0	0	0	0	0	0	0
ENSG00000155090.10	KLF10	767	701	874	263	1093	729	800	431
ENSG00000250684.4	KB-1042C11.1	0	0	0	0	0	0	0	0
ENSG00000266799.1	AP003356.1	0	0	0	0	0	0	0	0
ENSG00000253669.3	KB-1732A1.1	9	2	10	4	20	19	14	4
ENSG00000155096.9	AZIN1	2414	1964	2453	1518	2614	2614	2433	2166
ENSG00000253385.1	KB-1254G8.1	0	0	0	0	2	0	0	0
ENSG00000253320.1	KB-1507C5.2	21	14	45	10	48	44	30	28
ENSG00000253263.1	KB-1507C5.3	1	2	1	0	0	2	1	5
ENSG00000244052.1	RPL5P24	0	0	3	0	2	3	1	0
ENSG00000201216.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000265898.1	AP003354.1	0	0	0	0	0	0	0	0
ENSG00000254281.1	KB-1507C5.4	0	1	4	1	4	2	2	5
ENSG00000253663.1	NPM1P52	0	0	0	0	0	0	0	0
ENSG00000254236.1	KB-1639H6.2	0	0	0	0	2	0	0	0
ENSG00000155097.7	ATP6V1C1	1644	1626	1486	1198	2004	2266	1495	1637
ENSG00000253795.1	MTND1P5	0	1	0	0	0	0	0	0
ENSG00000253556.1	KB-1639H6.7	0	0	0	0	0	0	0	0
ENSG00000253977.1	KB-1639H6.8	0	0	0	0	0	0	0	0
ENSG00000265667.1	AP003550.1	0	0	0	0	1	0	0	0
ENSG00000250929.2	KB-1639H6.4	0	0	0	0	0	0	0	0
ENSG00000236939.2	C8orf56	0	0	2	1	2	2	3	1
ENSG00000164929.12	BAALC	50	14	91	24	193	105	102	39
ENSG00000265657.1	MIR3151	0	0	2	1	3	2	0	2
ENSG00000247081.3	RP11-318M2.2	22	32	57	54	66	147	31	92
ENSG00000253851.1	RP11-318M2.3	0	0	0	0	0	0	0	0
ENSG00000164930.7	FZD6	628	942	1010	1375	1498	3336	892	1719
ENSG00000164932.8	CTHRC1	800	974	1100	1534	3479	10134	1361	2125
ENSG00000266289.1	RP11-1C8.6	1	3	1	3	5	13	3	3
ENSG00000207399.1	RNU6-1011P	0	1	0	1	0	2	1	2
ENSG00000164933.7	SLC25A32	344	551	407	468	368	836	362	563
ENSG00000164934.9	DCAF13	524	523	470	358	676	1050	434	522
ENSG00000261670.1	RP11-1C8.5	0	0	0	0	1	0	1	0
ENSG00000271830.1	RP11-1C8.7	0	0	0	0	0	0	1	0
ENSG00000253477.1	RP11-1C8.4	0	0	0	0	0	1	0	0
ENSG00000176406.16	RIMS2	0	0	1	1	2	1	1	0
ENSG00000255105.1	RP11-5A11.1	0	0	0	0	0	0	0	0
ENSG00000254644.1	RP11-5A11.2	0	0	0	0	0	0	0	0
ENSG00000238687.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000239344.1	RP11-771F20.1	1	0	0	1	1	0	0	1
ENSG00000216113.1	AP001572.1	0	0	0	0	0	0	0	0
ENSG00000147647.8	DPYS	4	2	6	4	6	3	6	2
ENSG00000164935.2	DCSTAMP	0	0	0	0	0	0	0	0
ENSG00000179577.2	AP003471.1	0	0	0	0	0	0	0	0
ENSG00000222158.1	AP003471.2	0	0	0	0	0	0	0	0
ENSG00000266734.1	AP003471.3	0	0	0	0	0	0	0	0
ENSG00000208032.1	MIR548A3	0	0	0	0	0	0	0	0
ENSG00000147650.7	LRP12	550	380	575	363	735	869	532	498
ENSG00000253454.1	NDUFA5P2	0	0	0	0	0	0	0	0
ENSG00000253350.1	RP11-127H5.1	0	0	1	0	0	0	0	0
ENSG00000263732.1	AC012564.1	0	0	0	0	0	0	0	0
ENSG00000243939.1	RP11-200A13.1	0	0	0	0	0	0	0	0
ENSG00000253997.1	RP11-200A13.3	0	0	0	0	0	0	0	0
ENSG00000240271.1	RP11-200A13.2	0	0	0	0	0	0	1	0
ENSG00000254041.1	RP11-574O7.1	0	2	0	0	6	5	2	1
ENSG00000253318.1	TMCC1P1	0	0	0	0	0	0	0	0
ENSG00000243171.1	RP11-273P3.1	0	0	0	0	0	0	0	0
ENSG00000169946.9	ZFPM2	534	337	587	206	693	548	665	452
ENSG00000253420.1	RP11-642D21.2	0	0	0	0	0	0	0	0
ENSG00000254141.1	RP11-642D21.1	0	1	0	0	0	0	0	0
ENSG00000243601.1	RP11-152P17.1	0	0	0	0	0	0	0	0
ENSG00000251003.3	RP11-152P17.2	8	0	11	1	5	3	2	1
ENSG00000253526.1	RP11-152P17.3	0	0	0	1	0	0	0	0
ENSG00000201627.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000213708.6	SLC16A14P1	0	0	0	0	0	0	0	0
ENSG00000254021.1	RP11-778D12.2	0	0	0	0	0	0	0	0
ENSG00000254615.2	RP11-395G23.3	23	34	21	15	21	31	16	26
ENSG00000164830.13	OXR1	888	632	998	545	976	1037	971	869
ENSG00000253582.1	RP11-649G15.2	2	0	0	0	4	0	1	0
ENSG00000253676.1	TAGLN2P1	7	5	6	2	8	10	5	4
ENSG00000251892.1	RNU7-84P	1	1	0	0	1	0	0	0
ENSG00000174429.3	ABRA	0	0	0	0	0	5	0	1
ENSG00000254146.1	HMGB1P46	0	0	0	0	0	0	0	0
ENSG00000154188.5	ANGPT1	1372	1850	2493	1765	4080	8155	1688	2531
ENSG00000211995.1	AP000428.1	0	1	0	0	1	0	0	0
ENSG00000248838.2	PGAM1P13	0	0	0	0	0	0	0	0
ENSG00000200806.1	RNA5SP275	0	0	0	0	0	0	0	0
ENSG00000147655.6	RSPO2	429	117	174	33	79	64	232	86
ENSG00000253228.1	NRBF2P4	1	0	0	0	0	0	0	0
ENSG00000230948.1	AP001331.1	0	0	0	0	0	1	0	0
ENSG00000104408.5	EIF3E	5679	4909	6343	3345	6561	6385	4751	4734
ENSG00000253754.1	RP11-35G22.1	1	0	1	0	1	1	0	0
ENSG00000243287.2	RPS17P14	0	0	0	0	0	0	0	0
ENSG00000104412.3	EMC2	551	462	640	384	684	767	545	575
ENSG00000253657.1	RP11-25P11.2	0	0	0	0	0	0	0	0
ENSG00000253949.1	RP11-790J24.1	0	0	1	0	0	0	0	0
ENSG00000164841.4	TMEM74	2	2	3	1	1	1	0	0
ENSG00000253580.1	RP11-790J24.2	0	0	0	0	0	0	0	0
ENSG00000253796.1	RP11-1084E5.1	0	0	0	0	1	1	0	0
ENSG00000174417.2	TRHR	0	0	1	0	0	2	0	0
ENSG00000120526.6	NUDCD1	205	274	223	185	223	450	175	268
ENSG00000250267.2	RP11-122A21.2	0	0	0	0	0	1	0	0
ENSG00000120533.8	ENY2	641	673	783	487	765	933	580	652
ENSG00000205038.7	PKHD1L1	0	0	2	0	0	1	0	0
ENSG00000254185.1	RP11-419L20.2	0	1	0	0	0	1	0	1
ENSG00000147654.10	EBAG9	182	154	259	156	284	235	206	180
ENSG00000147642.12	SYBU	391	402	578	209	304	276	350	342
ENSG00000252559.1	SNORD112	0	0	0	0	0	0	0	0
ENSG00000248050.1	RP11-422N16.3	2	3	2	0	1	3	2	3
ENSG00000255099.1	RP11-25D10.2	0	0	0	0	0	0	0	0
ENSG00000222729.1	RNU2-67P	0	0	0	0	0	0	0	0
ENSG00000241385.1	RP11-25D10.1	0	0	0	0	0	0	0	0
ENSG00000164794.4	KCNV1	0	0	0	0	0	0	0	0
ENSG00000255402.1	RP11-696P8.2	0	0	0	0	0	0	0	0
ENSG00000240590.1	RP11-403P13.1	0	0	0	0	0	0	0	0
ENSG00000253956.1	RP11-211F2.1	0	0	0	0	0	0	0	0
ENSG00000253107.1	CTD-2544L4.1	0	0	0	0	0	0	0	0
ENSG00000253122.1	RP11-238I10.1	0	0	0	0	0	0	0	0
ENSG00000253717.1	KB-1299A7.2	0	0	0	0	0	0	0	0
ENSG00000253994.1	KB-1299A7.1	0	0	0	0	0	0	0	0
ENSG00000254241.1	RP11-946L20.1	0	0	0	0	0	0	0	0
ENSG00000253877.1	RP11-946L20.2	0	0	0	0	0	0	0	0
ENSG00000253103.1	RP11-946L20.4	0	0	0	0	0	0	0	0
ENSG00000253489.1	RP11-114O8.1	1	0	0	0	0	0	0	0
ENSG00000254124.1	EEF1A1P37	0	0	0	0	0	0	0	0
ENSG00000253434.1	RP11-1101K5.1	0	0	0	0	0	0	0	0
ENSG00000255033.1	RP11-1101K5.2	0	0	0	0	0	0	0	0
ENSG00000253156.1	RP11-58O3.1	0	0	0	0	0	0	0	0
ENSG00000254262.1	RP11-58O3.2	0	0	0	0	0	0	0	0
ENSG00000222146.1	RNU4-37P	0	0	0	0	0	0	0	0
ENSG00000164796.13	CSMD3	0	1	0	0	0	1	0	0
ENSG00000264794.1	AC024996.1	0	0	0	0	0	0	0	0
ENSG00000230169.1	RPL30P16	0	0	0	0	0	0	0	0
ENSG00000238656.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000238399.1	MIR2053	0	0	0	0	0	0	0	0
ENSG00000227514.3	RP11-709P2.1	0	0	0	0	0	0	0	0
ENSG00000221610.1	AC107890.1	0	0	0	0	0	0	0	0
ENSG00000253207.3	RP11-67H2.1	0	0	0	0	0	0	0	0
ENSG00000206719.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000254339.1	RP11-267L5.1	0	0	0	0	0	0	0	0
ENSG00000253499.2	RP11-393K19.1	0	0	0	0	0	0	0	0
ENSG00000253756.1	RP11-192P9.1	0	0	0	0	0	0	0	0
ENSG00000104447.7	TRPS1	459	354	504	235	540	595	382	394
ENSG00000227170.1	AF178030.2	0	0	0	0	0	0	0	0
ENSG00000249917.2	LINC00536	0	0	0	0	0	0	0	0
ENSG00000199450.1	RNA5SP276	0	0	0	0	0	0	0	0
ENSG00000221793.1	AC103863.1	0	0	0	0	0	0	0	0
ENSG00000264815.1	AF130343.1	0	0	0	0	0	0	0	0
ENSG00000253672.1	RP11-536K17.1	0	0	0	0	0	0	0	0
ENSG00000147677.6	EIF3H	3359	3213	4183	2159	4167	4489	2728	2799
ENSG00000147679.7	UTP23	359	378	397	315	438	564	318	439
ENSG00000164754.8	RAD21	2563	3041	2524	2413	2853	3721	2196	3671
ENSG00000253327.2	RAD21-AS1	10	7	4	3	10	10	10	7
ENSG00000264875.1	MIR3610	0	0	0	0	0	0	0	0
ENSG00000205002.3	AARD	1	2	0	2	0	2	0	6
ENSG00000164756.8	SLC30A8	0	0	0	0	0	0	0	0
ENSG00000244033.2	RN7SL228P	0	0	0	0	0	0	0	0
ENSG00000253271.2	RP11-1059L18.1	0	0	0	0	0	0	0	0
ENSG00000253622.1	RP11-654G14.1	0	0	0	0	0	0	0	0
ENSG00000240151.2	RN7SL826P	0	0	0	0	0	0	0	0
ENSG00000252852.1	SNORA31	0	0	0	0	0	0	0	0
ENSG00000164758.3	MED30	121	114	106	83	84	141	89	133
ENSG00000239917.3	RPS10P16	0	0	2	0	1	0	0	0
ENSG00000182197.6	EXT1	6256	3536	8457	2305	7404	5954	6888	3221
ENSG00000177570.9	SAMD12	124	23	276	47	124	52	177	28
ENSG00000225885.2	AC023590.1	0	1	0	0	0	0	0	0
ENSG00000242206.2	RPS26P35	0	0	0	0	0	0	0	0
ENSG00000164761.4	TNFRSF11B	7232	1740	16973	2941	13124	8939	11589	2717
ENSG00000207334.1	RNU6-12P	0	0	0	0	0	0	0	0
ENSG00000254247.1	RP11-278I4.1	0	0	0	0	0	0	0	0
ENSG00000184374.2	COLEC10	19	4	39	10	34	25	16	10
ENSG00000254278.1	RP11-278I4.2	4	5	5	5	7	9	1	1
ENSG00000147676.9	MAL2	1	1	1	0	1	1	3	0
ENSG00000253972.1	RP11-4K16.2	0	0	0	0	0	0	0	0
ENSG00000206776.1	SNORA32	0	0	0	0	0	0	0	0
ENSG00000136999.4	NOV	615	68	1021	120	502	143	1002	136
ENSG00000253398.1	RP11-775B15.2	1	0	0	0	1	1	0	0
ENSG00000254037.2	RP11-775B15.3	0	0	0	0	1	1	0	1
ENSG00000136960.8	ENPP2	249	78	802	250	680	457	916	403
ENSG00000253495.1	RP11-99I9.2	0	0	0	0	0	0	0	0
ENSG00000201896.1	RN7SKP153	0	0	0	0	0	0	0	0
ENSG00000064313.7	TAF2	753	666	841	550	946	1198	732	753
ENSG00000136982.5	DSCC1	119	103	57	32	77	87	81	94
ENSG00000244642.2	RN7SL396P	0	1	0	0	0	1	0	0
ENSG00000245330.4	KB-1471A8.1	0	0	0	0	0	0	0	0
ENSG00000155792.5	DEPTOR	28	12	60	19	64	23	29	25
ENSG00000202356.1	RNA5SP277	0	0	0	0	0	0	0	0
ENSG00000254343.2	RP11-760H22.2	1	2	3	3	3	2	0	2
ENSG00000187955.7	COL14A1	10695	3299	7462	3113	5302	3835	11281	6640
ENSG00000172172.3	MRPL13	314	317	365	236	362	457	268	274
ENSG00000172167.3	MTBP	51	19	52	23	69	52	43	35
ENSG00000172164.9	SNTB1	449	427	693	476	610	1494	454	633
ENSG00000250290.1	CTC-820M8.1	0	0	0	0	0	1	0	0
ENSG00000248318.1	RP11-713M15.1	0	0	0	0	0	0	0	0
ENSG00000272502.1	RP11-713M15.2	1	2	9	3	7	11	5	4
ENSG00000253619.1	RP11-369K17.1	0	0	1	0	0	0	0	0
ENSG00000252093.1	AC011626.1	0	0	0	0	0	0	0	0
ENSG00000271219.1	RP11-369K17.2	0	0	0	0	0	0	0	0
ENSG00000221644.1	AC027238.1	0	0	0	0	0	0	0	0
ENSG00000239872.1	RPL35AP19	0	0	0	0	1	0	0	0
ENSG00000263525.1	AC022909.1	0	0	0	0	0	0	0	0
ENSG00000170961.6	HAS2	309	278	571	149	340	890	482	285
ENSG00000248690.2	HAS2-AS1	22	14	14	7	25	23	22	13
ENSG00000254209.1	RP11-3G20.1	0	0	0	0	0	0	0	0
ENSG00000248478.2	RP11-3G20.2	0	0	0	0	0	0	0	0
ENSG00000254018.1	RP11-785H20.1	0	0	0	0	1	0	1	0
ENSG00000254303.1	RP11-398G24.2	0	1	0	1	1	1	1	1
ENSG00000253814.1	MRPS36P3	0	0	0	0	0	0	0	0
ENSG00000255364.1	RP11-94A24.1	4	2	7	1	1	0	5	4
ENSG00000255325.2	RP11-96B2.1	0	0	0	0	0	0	0	1
ENSG00000253819.1	RP11-973F15.1	5	2	13	6	3	1	8	2
ENSG00000238901.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000263443.1	RP11-973F15.2	1	0	9	0	0	0	5	0
ENSG00000235165.2	AC016405.1	0	0	0	0	0	0	0	0
ENSG00000272384.1	RP11-44N11.2	8	3	13	0	5	3	10	2
ENSG00000272043.1	RP11-44N11.3	5	0	6	1	3	2	5	0
ENSG00000178764.6	ZHX2	997	695	1252	409	1026	745	1084	641
ENSG00000253372.1	RP11-44N11.1	2	3	1	0	1	0	2	0
ENSG00000221542.1	AC016405.2	0	0	0	0	0	0	0	0
ENSG00000259631.1	RP11-557C18.4	0	0	0	0	0	0	0	0
ENSG00000253607.1	RP11-557C18.3	2	0	0	0	0	1	1	0
ENSG00000136986.5	DERL1	1310	1432	1293	1000	1567	2085	1062	1357
ENSG00000156787.12	TBC1D31	127	129	152	81	165	170	131	135
ENSG00000199678.1	RNY4P5	0	0	0	0	0	0	0	0
ENSG00000253463.1	HMGB1P19	1	0	0	0	1	0	1	0
ENSG00000147689.12	FAM83A	2	1	0	0	1	0	0	0
ENSG00000221461.1	U3	0	0	0	0	0	0	0	0
ENSG00000253258.1	RP11-539E17.5	0	0	0	0	0	0	0	0
ENSG00000253410.1	RP11-539E17.3	0	0	0	0	0	0	0	0
ENSG00000204949.4	FAM83A-AS1	1	1	0	0	0	1	0	0
ENSG00000266324.1	MIR4663	0	0	0	0	0	0	0	0
ENSG00000189376.7	C8orf76	72	68	64	45	71	77	40	77
ENSG00000259305.1	ZHX1-C8ORF76	5	8	6	5	4	2	8	3
ENSG00000243498.2	UBA52P5	1	0	2	0	0	1	2	1
ENSG00000165156.10	ZHX1	1235	920	1439	675	1537	1232	1267	1146
ENSG00000222607.1	RNU6-628P	0	1	0	0	0	0	0	0
ENSG00000238422.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000253336.1	RP11-468O2.1	0	3	0	0	1	0	0	0
ENSG00000156802.8	ATAD2	459	371	587	256	492	457	409	408
ENSG00000252297.1	RNU6-875P	0	0	0	0	0	0	0	0
ENSG00000207704.2	MIR548AA1	0	0	1	0	0	2	2	0
ENSG00000254388.1	DUTP2	0	1	0	0	0	0	0	0
ENSG00000254294.1	IMPDH1P6	1	2	0	1	1	2	0	0
ENSG00000156795.2	WDYHV1	87	82	95	63	120	132	54	69
ENSG00000156804.3	FBXO32	2238	5639	2283	4111	2381	4235	3094	4714
ENSG00000254113.1	RP11-174I12.2	0	0	0	0	0	0	0	0
ENSG00000251840.1	RN7SKP155	0	0	0	0	0	0	0	0
ENSG00000253286.1	CTD-2552K11.2	0	0	0	0	0	0	0	0
ENSG00000175946.8	KLHL38	30	43	39	48	36	103	27	51
ENSG00000104537.12	ANXA13	0	5	0	2	1	4	1	1
ENSG00000176853.11	FAM91A1	1406	1140	1461	875	1770	1826	1311	1151
ENSG00000214814.2	FER1L6	321	28	196	28	520	68	816	81
ENSG00000254000.1	RP11-245A18.1	0	0	0	0	0	0	0	0
ENSG00000181171.5	FER1L6-AS1	0	0	0	0	0	0	1	0
ENSG00000254249.1	RP11-959I15.4	0	0	0	0	0	0	0	0
ENSG00000253868.2	FER1L6-AS2	0	0	0	0	0	1	0	0
ENSG00000250727.1	RP11-959I15.1	0	0	0	0	0	0	0	0
ENSG00000253885.1	ARF1P3	0	0	0	0	0	0	0	0
ENSG00000214803.3	RP11-37N22.1	0	0	1	0	2	5	1	0
ENSG00000206724.1	RNU6-756P	0	0	0	0	0	0	0	0
ENSG00000253227.1	RP11-383J24.1	1	0	0	0	10	4	2	1
ENSG00000237586.3	RP11-383J24.2	0	3	1	0	1	0	2	4
ENSG00000271975.1	RP11-383J24.6	77	46	68	33	91	81	46	55
ENSG00000164983.6	TMEM65	400	334	352	198	606	545	341	325
ENSG00000183665.4	TRMT12	125	109	145	88	138	153	109	104
ENSG00000245149.3	RNF139-AS1	41	37	46	24	44	38	31	32
ENSG00000170881.4	RNF139	857	780	861	533	766	886	746	789
ENSG00000147687.12	TATDN1	286	262	310	172	284	321	216	233
ENSG00000253106.1	RP11-158K1.3	37	39	47	40	45	50	47	35
ENSG00000147684.3	NDUFB9	631	655	824	518	867	949	559	600
ENSG00000170873.14	MTSS1	628	1143	652	2046	402	1604	1007	4405
ENSG00000272486.1	RP11-532M24.1	5	2	2	3	1	3	1	8
ENSG00000255491.1	RP11-1082L8.4	0	0	0	0	0	0	0	1
ENSG00000263735.1	MIR4662B	0	0	0	0	0	0	0	0
ENSG00000255080.1	RP11-1082L8.3	0	0	0	0	0	0	0	2
ENSG00000249816.2	LINC00964	1	0	2	2	0	1	1	3
ENSG00000250428.1	RP11-1082L8.1	0	0	0	0	0	0	0	0
ENSG00000255313.1	RP11-1082L8.2	0	0	0	0	0	0	0	0
ENSG00000180938.5	ZNF572	45	26	62	15	45	41	53	27
ENSG00000253513.1	RP11-6D1.3	0	0	0	0	0	0	0	0
ENSG00000104549.7	SQLE	362	299	392	249	446	573	363	428
ENSG00000164961.11	KIAA0196	2107	1621	2305	1271	2499	2838	2062	1859
ENSG00000253167.1	KIAA0196-AS1	2	1	2	2	3	4	3	4
ENSG00000156831.3	NSMCE2	277	258	292	203	318	345	227	243
ENSG00000242170.2	RN7SL329P	0	0	0	0	0	0	0	0
ENSG00000254431.1	RP11-550A5.2	0	0	1	0	1	0	0	0
ENSG00000173334.3	TRIB1	152	113	124	74	299	335	141	109
ENSG00000266452.1	RN7SL590P	0	0	0	0	0	0	0	0
ENSG00000253111.1	RP11-136O12.2	0	0	0	0	0	0	0	0
ENSG00000253470.1	RP11-697B24.1	0	0	0	0	0	0	0	0
ENSG00000206695.1	RNU6-442P	0	0	0	0	0	0	0	0
ENSG00000245164.2	LINC00861	0	0	0	0	0	0	0	0
ENSG00000253651.1	SOD1P3	0	0	0	0	0	0	0	0
ENSG00000254227.1	RP11-622O11.4	0	0	0	0	0	0	0	0
ENSG00000250563.1	KNOP1P5	0	0	0	0	0	1	0	0
ENSG00000253841.1	RP11-622O11.5	0	0	0	0	0	0	0	0
ENSG00000221706.1	AC090573.1	0	0	0	0	0	0	0	0
